Developer,Active,City,Country,Est.,"Notable games, series or franchises",Notes
CyberLink,1,Los Angeles,United States,1998-12-31 00:00:00,"CyberLink ActionDirector 3, CyberLink PowerDirector 18 Ultimate - Video editing, Video editor, making videos, CyberLink ColorDirector 4, Cyberlink PowerDVD 17 Ultra, CyberLink PowerDirector 18 Ultra - Video editing, Video editor, making videos",Such before really put soon television business.
Cute Pen Games,1,Amsterdam,Netherlands,1992-12-13 00:00:00,"E-GIRL Next Door: Exposed, Lofi Waifu Jigsaw, Brain Exam with Benefits 2, Hentai Tentacle Survivors, Hidden Futa",
Snapshot Games Inc.,1,Amsterdam,Netherlands,2015-10-26 00:00:00,"Phoenix Point, Chaos Reborn",Commercial of yourself later style.
PigeonDev,1,Los Angeles,United States,1976-06-12 00:00:00,"Explosive Jake, Bucket Knight, Hero Survival, Witchcrafty, Awesome Pea",
Sloth Planet Games,1,Stockholm,Sweden,1984-04-09 00:00:00,Flingleberries!,Offer control heavy protect.
Rainbow Studios,1,Los Angeles,United States,2007-04-20 00:00:00,"MX vs ATV All Out, Disney•Pixar Cars Mater-National Championship, MX vs. ATV Unleashed, MX vs ATV Legends, Monster Jam Steel Titans",Back study image many.
Camel 101,0,London,United Kingdom,2015-01-09 00:00:00,"Mechs & Mercs: Black Talons, Orczz, Syndrome, Those Who Remain",
XLGAMES,1,Warsaw,Poland,1981-08-03 00:00:00,"ArcheAge, ArcheAge: Unchained",
Foxie Games,1,Tokyo,Japan,2002-10-03 00:00:00,"Horse Paradise - My Dream Ranch, Horse Riding Tales",Cut listen significant let maintain family.
Blue Manchu,1,Warsaw,Poland,1986-12-11 00:00:00,Void Bastards,
Alcachofa Soft,1,Amsterdam,Netherlands,2013-09-03 00:00:00,"The Abbey - Director's cut, Mortadelo y Filemón: Una aventura de cine - Edición especial, Mortadelo y Filemón: Operación Moscú, Mortadelo y Filemón: El sulfato atómico, Mortadelo y Filemón: La banda de Corvino",
Ben Shattock,1,Kyoto,Japan,2011-08-30 00:00:00,Table Top Turrets,
Room-C Games,1,Los Angeles,United States,2021-05-11 17:00:00,The Hand of Merlin,Tax front so make drive.
Sea Beast Productions,1,Stockholm,Sweden,1991-01-05 00:00:00,Crystal Cosmos,
Four Lights,1,Amsterdam,Netherlands,1986-09-01 00:00:00,"Temporal Shift, Defenders of Time",Arm real everybody price pay third.
Sigyaad Team,1,Tokyo,Japan,2007-11-07 00:00:00,"Twilight Town: A Cyberpunk FPS, I Am Sakuya VR: Touhou FPS Game, A Conversation With Mister Rabbit, Christmas Celebration With Sakuya Izayoi, Outdoor Adventures With Marisa Kirisame",
Dreadbit Games,1,Montreal,Canada,2002-12-05 00:00:00,Ironcast,
Vitok,1,Vancouver,Canada,1999-06-27 00:00:00,"Robosnow, Macro golf, Bubbles shot, Freeze the time, The Cruel kings",
SuperPAC,1,Singapore,Singapore,2016-01-25 00:00:00,This Is the President,
Alientrap,1,Melbourne,Australia,1980-09-17 00:00:00,"Modbox, Capsized, GUNHEAD, CRYPTARK, Autocraft",
Radiation Blue,1,Vancouver,Canada,2010-03-14 00:00:00,Genesis Alpha One Deluxe Edition,Fish contain easy reach entire.
Algo Rocks,1,San Francisco,United States,2020-12-03 13:00:00,Startup Panic,
Dreamteck,1,Singapore,Singapore,1998-12-07 00:00:00,Lifeslide,
Darkling Room,1,Boston,United States,2010-04-21 00:00:00,"Dark Fall 2: Lights Out, The Lost Crown, The Last Crown: Midnight Horror, Incubus - A ghost-hunters tale, Dark Fall: Lost Souls",
二色幽紫蝶,1,San Francisco,United States,1978-02-02 00:00:00,东方妖精武踏会 - Touhou Fairy Knockout ~ One fairy to rule them all,
David OReilly,0,Los Angeles,United States,2014-08-18 00:00:00,"Mountain, Everything",
Airship Syndicate,1,Paris,France,2007-04-16 00:00:00,"Wayfinder, Battle Chasers: Nightwar, Darksiders Genesis, Ruined King: A League of Legends Story™",State event out early.
954 Adultainment,1,Toronto,Canada,1991-04-29 00:00:00,Reveal Your Monster,
Real time Operating,1,Seattle,United States,2016-04-11 00:00:00,Rush Red & Blue,
Meteorise,1,Boston,United States,2016-08-03 00:00:00,SENRAN KAGURA Bon Appétit! - Full Course,
Deep Silver Fishlabs,0,Amsterdam,Netherlands,1977-12-25 00:00:00,Chorus,Risk forget way piece draw argue green.
Winged Cloud,1,Amsterdam,Netherlands,2014-07-09 00:00:00,"Sakura Gamer 2, Sakura Knight 3, Sakura Succubus, Pyrite Heart, Sakura Shrine Girls",Activity this seat job face short.
AUX-IN Games,1,Paris,France,1991-05-28 00:00:00,Rogue Rocks,
Lucas Le Slo,1,Helsinki,Finland,2014-07-06 00:00:00,Alephant,Stock attention usually exactly toward possible television.
Giant Flame,1,Montreal,Canada,2021-12-21 00:00:00,The Troop,Measure owner choose head.
Vigil Games,1,Seoul,South Korea,2010-09-23 00:00:00,Darksiders™,Form girl travel start sound up deep light.
Rocksteady Studios,1,Seattle,United States,2010-03-26 00:00:00,"Batman™: Arkham VR, Batman Arkham Knight, Batman: Arkham Asylum Game of the Year Edition, Batman Arkham Asylum Game of the Year Edition, Batman™: Arkham Knight",
Richard Sherriff,1,Berlin,Germany,1991-07-15 00:00:00,The Farnese Hercules,
Ilter Aksoy,1,Tokyo,Japan,2003-01-31 00:00:00,Planet Collectors: Episode Earth,
MIN JIYOUNG,1,Austin,United States,1981-08-02 00:00:00,The night of erosion (prequel),
3Division,1,Austin,United States,2007-01-16 00:00:00,"Workers & Resources: Soviet Republic, Air Missions: HIND",
moBack,1,Seoul,South Korea,1987-08-02 00:00:00,Perplexigon,
Four Quarters,1,Melbourne,Australia,2015-03-26 00:00:00,"Please, Don’t Touch Anything, Loop Hero",
Outerloop Games,1,Tokyo,Japan,2010-10-04 00:00:00,"Thirsty Suitors, Falcon Age",Tend nearly bring success.
Tequila Works,1,Singapore,Singapore,1991-02-09 00:00:00,"The Invisible Hours, Groundhog Day: Like Father Like Son, RiME, Song of Nunu: A League of Legends Story",Defense threat see situation early kind.
Dim Bulb Games,1,Seattle,United States,2007-08-25 00:00:00,Museum of Mechanics: Lockpicking,
Rockstar Games,0,Helsinki,Finland,1992-03-15 00:00:00,"Grand Theft Auto V: Premium Edition, Grand Theft Auto: Vice City – The Definitive Edition, Red Dead Online, L.A. Noire: The VR Case Files, Grand Theft Auto: San Andreas – The Definitive Edition",Read Mr parent special responsibility.
NiVision,0,Seattle,United States,1989-06-29 00:00:00,"Show Must Go On, Ride To Canada, X-Fitness, DUO",
Tero Lunkka,1,Vancouver,Canada,2005-12-26 00:00:00,"Slayer Of Traitors, Trump Vs Rocketman, Horny Fighter, Battle Of Keys, Angry Bunny",
Tactic Studios Inc.,1,Seoul,South Korea,2014-01-21 00:00:00,"Claire de Lune, Immortal Empire",City first score effect keep forward.
Overcome Studios,1,Montreal,Canada,1996-07-24 00:00:00,Overcome,
Subaltern Games,1,Paris,France,2015-04-05 00:00:00,No Pineapple Left Behind,Rich pretty suffer write offer.
Gametroleum,0,Los Angeles,United States,2017-04-20 00:00:00,"Hacker News Reader, Overlook: Local multiplayer game - up to 16 players, Photon Rush, Name The Song Quiz",Image body third very.
BattleByte,1,Stockholm,Sweden,1992-11-17 00:00:00,Expert Rifleman - Reloaded,
Blender Games,0,London,United Kingdom,1976-10-03 00:00:00,"BAFF, GraFi, aMAZE Double, GraFi 2, BAFF F",
Firepunchd Games UG,1,London,United Kingdom,2012-11-29 00:00:00,Tentacular,
Funselektor Labs Inc.,0,Kyoto,Japan,1976-06-14 00:00:00,"Art of Rally, Absolute Drift, art of rally",
Ghost Productions,1,Amsterdam,Netherlands,1999-07-03 00:00:00,Ghost Productions: Wraith VR Total Knee Replacement Surgery Simulation,Protect whatever election price.
Appeal Studio,1,Seoul,South Korea,1989-11-13 00:00:00,"Escape Game Fort Boyard, Fort Boyard",Research report least president federal land clear.
VirtexUniverse,1,Amsterdam,Netherlands,1976-02-06 00:00:00,"Wild Cats of Wasteland, Color Party, CubeHub, Hot Pool, Hentai Girl Sets",Account than after.
Siarhei Kauzunovich,1,Los Angeles,United States,2021-01-23 00:00:00,Pan-Arcade Airlines,
GreQu,1,Berlin,Germany,1990-05-15 00:00:00,INFEES,Someone every fast through rest good conference.
"Brave Software, Inc.",1,Tokyo,Japan,1999-03-24 00:00:00,Brave,Various traditional born begin hospital ago its.
Games Incubator,1,Warsaw,Poland,1978-10-27 00:00:00,"Animal Shelter: Prologue, Ship Graveyard Simulator: Prologue, Animal Shelter, Police Shootout, Police Shootout: Prologue",Power ever away art at.
Vincent,1,Stockholm,Sweden,1987-05-14 00:00:00,Forest spiders,
Nihon Falcom,1,Stockholm,Sweden,2012-03-19 00:00:00,"Ys Origin, Tokyo Xanadu eX+, The Legend of Heroes: Kuro no Kiseki, The Legend of Heroes: Trails of Cold Steel II, Ys I & II Chronicles+",
Flashback Games,1,Los Angeles,United States,2008-05-23 00:00:00,Panzer Corps 2,
Mouldy Toof Studios,1,San Francisco,United States,1997-03-25 00:00:00,"Spud's Quest, The Escapists",Thus like source any above establish.
Xavier Lopes,1,San Francisco,United States,1997-05-10 00:00:00,Gladiators Tale,
Pixel Plant LLC,0,Seoul,South Korea,1991-10-17 00:00:00,The Backrooms Simulator,
Hyperbeam Games,0,Austin,United States,2015-01-08 00:00:00,Card Storm Idle,
BleatBleat,1,Toronto,Canada,2005-04-13 00:00:00,Impulsive Force,Thousand push relate third source pull seek forward.
Unknown Worlds Entertainment,1,Seattle,United States,1977-09-01 00:00:00,"Subnautica Below Zero, Moonbreaker, Zen of Sudoku, Subnautica, Subnautica: Below Zero",
"Upper One Games, E-Line Media",1,Seattle,United States,2004-06-15 00:00:00,Never Alone (Kisima Ingitchuna),
Sever,1,Seoul,South Korea,2009-06-28 00:00:00,"The Life and Suffering of Sir Brante — Chapter 1&2, The Life and Suffering of Sir Brante, The Feast",
Giant Squid,1,Toronto,Canada,2016-08-02 00:00:00,"The Pathless, ABZU",
Balancing Monkey Games,1,Amsterdam,Netherlands,2019-05-05 00:00:00,Before We Leave,
Krillbite Studio AS,1,London,United Kingdom,2012-12-04 00:00:00,Among the Sleep - Enhanced Edition,
Oskar Stålberg,1,Melbourne,Australia,2007-09-17 00:00:00,Townscaper,
Wassimulator,1,Melbourne,Australia,2003-07-14 00:00:00,AV-Racer,
Zoink,1,Tokyo,Japan,2014-09-30 00:00:00,"Stick It To The Man!, Fe",
上海アリス幻樂団,1,Melbourne,Australia,2013-05-28 00:00:00,"Touhou Kikeijuu ~ Wily Beast and Weakest Creature., Touhou Seirensen ~ Undefined Fantastic Object., Hifuu Nightmare Diary ~ Violet Detector., Touhou Tenkuushou ~ Hidden Star in Four Seasons., Touhou Fuujinroku ~ Mountain of Faith.",
Sergei Minin,1,Seoul,South Korea,1983-02-26 00:00:00,Mistfal,
Just Add Water,1,Tokyo,Japan,1997-09-09 00:00:00,Oddworld: New 'n' Tasty,
Black Lab Games,1,Stockholm,Sweden,2011-04-04 00:00:00,"Warhammer 40,000: Battlesector, Battlestar Galactica Deadlock, Star Hammer: The Vanguard Prophecy",
DeXP,1,Seoul,South Korea,2004-08-10 00:00:00,"Wordlase, One Manga Day, Simple Video Merger, Winter Novel",
Ember Lab,1,London,United Kingdom,2014-05-28 00:00:00,Kena: Bridge of Spirits,
GameFormatic S.A.,1,Amsterdam,Netherlands,2001-02-23 00:00:00,"Tank Mechanic Simulator VR, Tank Mechanic Simulator VR: Prologue, Timberman VR - grab an axe, chop trees, beat records!",
Steel City Interactive,1,Toronto,Canada,1984-08-31 00:00:00,Undisputed,
Texic,1,Austin,United States,1980-11-15 00:00:00,Sweet F. Cake,
Chengdu longyuan Network Technology Co.Ltd,1,Seattle,United States,1998-09-11 00:00:00,Auto Chess,
北京燧木科技有限公司,1,Singapore,Singapore,1986-01-12 00:00:00,异能都市,
Studio Six,1,Toronto,Canada,1996-07-08 00:00:00,"Bondage Girl, Celebrity Simulator, Bright girl, Elite Fighter, 舔狗模拟器",
Jeliko,1,Kyoto,Japan,1978-12-20 00:00:00,Scarlet and Blank,Gas will here hear itself.
Maitan69,1,London,United Kingdom,1976-06-28 00:00:00,Evan's Remains,
"Square Enix, ACQUIRE Corp.",1,Paris,France,2021-03-25 00:00:00,OCTOPATH TRAVELER™,Process wide authority son agent remember voice.
Merlino Games,1,Montreal,Canada,1987-11-07 00:00:00,The Chameleon,
CHETRUSCA SOFTWORKS SRL,1,Los Angeles,United States,2015-09-15 00:00:00,"Mortal Street Fighter, Infantry Assault: War 3D FPS",Develop capital card almost second million.
Urse Games,1,San Francisco,United States,2018-08-08 00:00:00,Season Match 4,Put organization civil.
IO Interactive A/S,1,Berlin,Germany,2004-04-29 00:00:00,"HITMAN 3, HITMAN - Game of the Year Edition, Freedom Fighters, Hitman: Codename 47, HITMAN™ 2",Year ago yard the all power require.
Petal Sakura,1,Toronto,Canada,2011-12-13 00:00:00,Hentai Maze,
Gogii Games,1,Paris,France,1995-01-13 00:00:00,"The Emerald Maiden: Symphony of Dreams, Empress Of The Deep, Shannon Tweed's Attack Of The Groupies, White Haven Mysteries, Fairy Tale Mysteries 2: The Beanstalk",
Hinterland Studio Inc.,1,Stockholm,Sweden,1999-02-11 00:00:00,The Long Dark,
Nicalis Inc. | Edmund McMillen,1,Vancouver,Canada,1990-11-07 00:00:00,The Binding of Isaac: Repentance,Magazine shoulder interview soon market traditional.
Play2Chill,1,London,United Kingdom,1986-09-13 00:00:00,"Dream Alone, Counter Terrorist Agency",
Ethan Zimmerle,1,Boston,United States,1996-07-25 00:00:00,"Vivian Carmine, Something Strange",Recognize oil ago.
Covid Cowboys,1,Paris,France,2013-03-07 00:00:00,Rust 'n Dust,Him one find population particularly easy way hold.
Arkane Studios,1,Kyoto,Japan,1989-08-30 00:00:00,"Prey: Typhon Hunter, Dark Messiah of Might & Magic, Dishonored®: Death of the Outsider™, Arx Fatalis, Dishonored - Definitive Edition",Star security goal us man.
Brewsterland Studios,1,Paris,France,1991-06-06 00:00:00,"Tetsoidea Eternal, Dumb Roguelike-like RPG, Fateholders of Tetsoidea, Googass, Existential Kitty Cat RPG",
Alt Shift,1,Helsinki,Finland,1992-12-20 00:00:00,Crying Suns,Home than make education mother.
Puppygames,1,Stockholm,Sweden,2011-03-16 00:00:00,"Droid Assault, Revenge of the Titans, Ultratron, Basingstoke, Titan Attacks!",
Digital Dreams Entertainment LLC,1,Seoul,South Korea,2015-05-27 00:00:00,Carnivores: Dinosaur Hunter Reborn,Black note start experience pull itself.
Cradle Games,0,Toronto,Canada,2020-02-20 00:00:00,"Hellpoint, Hellpoint: The Thespian Feast, Jumanji: Wild Adventures",Partner issue kid without line practice.
Goblinz Studio,1,Boston,United States,2016-09-06 00:00:00,"Sandwalkers: The Fourteenth Caravan, Dungeon Rushers, Robothorium, Legend of Keepers: Career of a Dungeon Manager, Legend of Keepers: Prologue",Information way culture phone onto nothing.
Iubisoft System SRL,0,Seoul,South Korea,1981-04-02 00:00:00,Cave to Kingdom,Statement magazine skill appear.
Mandable Games LLC,1,Warsaw,Poland,2018-05-11 00:00:00,Keali,Democrat media stuff measure its authority culture win.
IWAHDK LTD,1,Toronto,Canada,1993-09-26 00:00:00,Stream to 3D,
Weappy Studio,1,Vancouver,Canada,1989-02-24 00:00:00,"Rebel Cops, This Is the Police, This Is the Police 2",
Greenlynx,1,London,United Kingdom,1991-11-02 00:00:00,"Antox vs. Free Radicals, Plunger Knight - Washers of Truth, Spacebug",
Ubisoft,0,Kyoto,Japan,2001-01-31 00:00:00,"Prince of Persia: Warrior Within™, Scott Pilgrim vs. The World: The Game – Complete Edition, Immortals Fenyx Rising Standard Edition, Brain Spa, Tom Clancy's Rainbow Six® Extraction United Bundle",
Villain Role,1,Stockholm,Sweden,1995-08-09 00:00:00,"Tower of Origin2-Worm's Nest, Tower of Origin/起源之塔~地底的欲望探险之旅~",
owlyboi,1,San Francisco,United States,2002-12-09 00:00:00,"Femboys of the Phalanx, My Yandere is a Futanari, My Stepmom is a Futanari 2, My Doctor is a Futanari, My Stepmom is a Futanari 3",Ability shoulder teach back old every go.
Spotify AB,1,San Francisco,United States,1991-11-01 00:00:00,Spotify Music and Podcasts,
Evilwind Studio,0,Warsaw,Poland,1989-08-30 00:00:00,MyCompany996,
Wolverine Studios,1,Austin,United States,1995-04-08 00:00:00,"Draft Day Sports: College Basketball 2019, Draft Day Sports: Pro Basketball 2024, Draft Day Sports: College Basketball 2021, Draft Day Sports: Pro Basketball 2017, Draft Day Sports: Pro Football 2024",
Seventh Knight,1,Kyoto,Japan,1983-08-25 00:00:00,"Gaming Accelerator 2, Seventh Knight PC Security",
Thomas Happ Games LLC,1,Melbourne,Australia,1977-08-28 00:00:00,"Axiom Verge 2, AXIOM VERGE, Axiom Verge",Treat enjoy thousand sometimes tree lead.
Andy Law,0,Stockholm,Sweden,2009-02-21 00:00:00,"Crazy Flasher Series 2021, 闪客快打8武装行",
Allods Team,1,Seoul,South Korea,1982-12-12 00:00:00,"Skyforge, Warface",Month share draw this adult position.
Mi'pu'mi Games,1,Melbourne,Australia,2014-05-31 00:00:00,"The Flower Collectors, The Lion's Song",
HeroCraft,1,Austin,United States,1990-02-19 00:00:00,"FootLOL: Epic Soccer League, Gravewood High, Tempest: Pirate Action RPG",
sur,1,Montreal,Canada,1978-06-01 00:00:00,"All Alone, Case of the mysterious death of Keiko Haraeda",
DANG!,1,Seoul,South Korea,1984-08-04 00:00:00,Boomerang X,
brimselGames,1,Toronto,Canada,2007-09-28 00:00:00,"Rogue Door Defense, Light Speed Ride Out",Word foreign impact social piece current low.
Léo-Paul Sévin,1,Montreal,Canada,1991-02-07 00:00:00,Perpetual Dream,
Incodra,1,Vancouver,Canada,1976-09-09 00:00:00,Dub Dash,
Wargaming,1,Singapore,Singapore,2014-10-30 00:00:00,World of Warships,Series network happen.
Pandita Studio,1,Vancouver,Canada,2002-02-25 00:00:00,Porcelana,
6 Eyes Studio LLC.,1,Seattle,United States,2020-12-17 18:00:00,Fell Seal: Arbiter's Mark,Laugh state high PM admit main.
Abramelin Games,1,Helsinki,Finland,1988-05-12 00:00:00,"Injection π23 'No Name, No Number', Injection π23 'Ars Regia'",Media factor although teach.
Quantic Dream,1,Vancouver,Canada,1994-06-12 00:00:00,"Omikron: The Nomad Soul, Beyond: Two Souls, Detroit: Become Human, Beyond Two Souls, Heavy Rain",
DESTINYbit,1,San Francisco,United States,1980-07-22 00:00:00,"Dice Legacy, Empires Apart",Author number scene PM.
Critical Games,1,Toronto,Canada,2001-11-08 00:00:00,"8-Bit Adventures 2, Tales Across Time, 8-Bit Adventures 1: The Forgotten Journey Remastered Edition",
Bithell Games,1,Amsterdam,Netherlands,1998-09-26 00:00:00,"The Solitaire Conspiracy, Volume, Tron: Identity, John Wick Hex, Quarantine Circular",
Chimera Entertainment,1,Stockholm,Sweden,1993-01-23 00:00:00,"Mystery of Neuschwanstein, Word Wonders: The Tower of Babel",
Boomzap Entertainment,1,Stockholm,Sweden,2016-01-22 00:00:00,"Otherworld: Spring of Shadows Collector's Edition, Awakening: The Skyward Castle Collector's Edition, Death and Betrayal in Romania: A Dana Knightstone Novel Collector's Edition, Awakening: Moonfell Wood, Awakening: The Dreamless Castle",Feeling box million yard indicate every.
Valkeala Software,1,Seoul,South Korea,2005-10-01 00:00:00,Flannel Amethyst,Against career successful cell happen short size.
"Harmonix Music Systems, Inc",1,Seattle,United States,2014-10-16 00:00:00,"AUDICA: Rhythm Shooter, A City Sleeps™, FUSER™",
Hypothermic Games,1,Amsterdam,Netherlands,1990-06-12 00:00:00,Edge Guardian,
IKIGames,1,Boston,United States,2003-02-02 00:00:00,"DragonScales 3: Eternal Prophecy of Darkness, DragonScales 5: The Frozen Tomb, Spooky Dwellers - Collector's Edition, DragonScales 7: A Heart of Dark Flames, NagiQ",
PnagaeaVR,1,San Francisco,United States,1987-02-10 00:00:00,Wipe Out VR,
Turtle Rock Studios,0,Stockholm,Sweden,1977-12-20 00:00:00,"Evolve Stage 2, Back 4 Blood, Back 4 Blood: Standard Edition",
Adrien DITTRICK,1,Helsinki,Finland,2019-07-30 00:00:00,Guardians of Lodino Forest,Response away drive person baby peace.
Nadeo,1,Seattle,United States,2008-04-16 00:00:00,"Trackmania² Lagoon, TrackMania² Valley, TrackMania Nations Forever, ShootMania Storm, Trackmania United Forever",Market too religious many behavior seem base.
World-Loom,1,Warsaw,Poland,1984-03-05 00:00:00,"Scarlett Mysteries: Cursed Child, Lost Grimoires: Stolen Kingdom, Mind Snares: Alice's Journey, Lost Grimoires 2: Shard of Mystery, Lost Grimoires 3: The Forgotten Well",
NSC Creative,1,Warsaw,Poland,2011-02-01 00:00:00,"ObserVRtarium, VESTIGE, CAPCOM GO! Apollo VR Planetarium, We Are Stars",
430Games,1,Austin,United States,1982-03-25 00:00:00,FANCY!,
Probe Software Ltd.,1,Toronto,Canada,2019-09-03 00:00:00,"Savage, Trantor: The Last Stormtrooper",
Odooh Games,1,Singapore,Singapore,2000-01-28 00:00:00,"Dungeon Puzzle VR - Solve it or die, Floating Islands of Nucifera, Weaponry Dealer VR, RPG NPC Simulator VR",
Studio Koba,1,Berlin,Germany,2021-03-30 00:00:00,Narita Boy,
WhileOne Productions,1,Melbourne,Australia,1981-10-03 00:00:00,"Guild of Ascension, Guild Of Ascension",
Brave At Night,1,Warsaw,Poland,1980-09-02 00:00:00,"Yes, Your Grace",
Krenliper,1,Seattle,United States,2003-10-12 00:00:00,Abandoned,
Strife AI,1,Melbourne,Australia,2019-08-21 00:00:00,Human-Like,Protect the finally support different.
Lab42,1,Boston,United States,2007-08-25 00:00:00,"Snooker 19, Sonic Mania",
TheBoys,1,Stockholm,Sweden,1994-03-04 00:00:00,Naive Riri,
Paradox Development Studio / Paradox Tinto,1,Montreal,Canada,2000-12-18 00:00:00,Europa Universalis IV,
Crazysoft Limited,1,Seattle,United States,1988-08-15 00:00:00,"Frutakia 2, Raining Coins, Personality Psychology Premium, Tarot Readings Premium, Zeus Quest Remastered",Quite answer agreement defense today hold thank.
e-FunSoft Games,1,Seattle,United States,1990-10-03 00:00:00,"Paranormal Stories, The Enthralling Realms, The Chronicles of Confucius's Journey, Academy of Magic: The Great Dark Wizard's Curse, The Chronicles of King Arthur: Episode 2 - Knights of the Round Table",Service in environmental step.
Ubisoft Montréal,1,Montreal,Canada,2014-04-29 00:00:00,"Child of Light: Ultimate Edition, Child of Light",
Innersloth,1,San Francisco,United States,1987-12-15 00:00:00,Among Us,
Ubisoft Nadeo,1,Warsaw,Poland,1983-11-22 00:00:00,"Trackmania Turbo, Trackmania",This study kind thing say situation that.
Albireo Games,1,Singapore,Singapore,1979-03-31 00:00:00,"Othello 2018, Slider, Mahjong Solitaire",
David Szymanski,1,Stockholm,Sweden,2014-01-09 00:00:00,"Fingerbones, A Wolf in Autumn, The Music Machine, Squirrel Stapler, DUSK",Talk cover good statement method else who notice.
Panache Digital Games,1,Tokyo,Japan,2016-10-24 00:00:00,Ancestors: The Humankind Odyssey,Get inside yet candidate century against industry.
zoocros,1,Kyoto,Japan,1990-02-21 00:00:00,"Seirei, REGOLA, Maidesktop, Summer Girl",
Zordix Racing,1,Montreal,Canada,2020-02-27 16:00:00,OVERPASS™,
Piranha Games,1,Stockholm,Sweden,2000-05-24 00:00:00,"MechWarrior 5: Mercenaries Standard Edition, Mechwarrior 5 Modding Toolkit",Federal student place sing watch movie summer ok.
quasardeep,1,Vancouver,Canada,1975-11-06 00:00:00,"Cannon Jump, VICCP",
Proletariat,1,Montreal,Canada,2007-08-11 00:00:00,Spellbreak,
etaxoft,1,Austin,United States,1990-03-08 00:00:00,SLI-FI: 2D Planet Platformer,Term air cause now three only assume economy.
Modus Studios Brazil,1,Seoul,South Korea,2020-06-23 00:00:00,Override 2: Super Mech League,
Elephant AR,1,Amsterdam,Netherlands,2008-09-08 00:00:00,"Crossroads: What Was Lost Collector's Edition, Strange Investigations: Secrets can be Deadly Collector's Edition, Grim Tales: The Time Traveler",
UnDefined Studio,1,Montreal,Canada,1991-02-28 00:00:00,Flag Collection,
N-Lab.,1,Los Angeles,United States,2010-01-15 00:00:00,exp!A,Speech series popular close.
Benjaydev,0,Montreal,Canada,2006-05-11 00:00:00,Grog,
"Ubisoft Montpellier,Straight Right",1,Stockholm,Sweden,1983-07-03 00:00:00,ZOMBI,Week section or.
Epic Games,1,Singapore,Singapore,1983-09-01 00:00:00,"Unreal Tournament, Fortnite, Shadow Complex Remastered, UNREAL TOURNAMENT EDITOR",
Appsif Apps ltd,1,Seattle,United States,2016-08-15 00:00:00,The Protocons,Chair accept meet power.
"Nicalis, Inc./Studio Pixel",1,San Francisco,United States,2014-09-06 00:00:00,Cave Story+,Think admit teacher how.
Aerumna Studios,1,Stockholm,Sweden,1991-10-11 00:00:00,Pogo Rage: The Awakening,Music training make they let can reality.
Frontier Developments,1,Seoul,South Korea,2001-03-24 00:00:00,"F1® Manager 2022, Warhammer Age of Sigmar: Realms of Ruin, RollerCoaster Tycoon 3 Complete Edition, F1® Manager 2023, Elite Dangerous",
Ouroboros.INC,0,Montreal,Canada,2018-11-29 00:00:00,Reformpunk重組叛客,
One More Dream Studios,1,Tokyo,Japan,1998-11-25 00:00:00,Ageless,
Asteristic Game Studio,1,Amsterdam,Netherlands,1999-10-31 00:00:00,"Dandy & Randy, Dandy & Randy DX",
The Wild Gentlemen,1,Stockholm,Sweden,1991-12-20 00:00:00,"Chicken Police - Paint it Red!, Chicken Police - Paint it RED!, Zipp's Café",Itself opportunity prevent list answer deep.
People Can Fly,1,Boston,United States,2007-01-24 00:00:00,"OUTRIDERS, Bulletstorm: Full Clip Edition, Painkiller: Black Edition",
Fancy Fish Games,1,London,United Kingdom,1980-04-01 00:00:00,"Stardander Revenant, Aground, Deity Quest, ＜/reality＞, Stardander School for Witches",
Patrick Traynor,1,Toronto,Canada,2013-09-15 00:00:00,"Patrick's Parabox, Linelith",
Warpfish Games,1,Melbourne,Australia,1982-04-05 00:00:00,RAZED,
Giorgi Abelashvili,1,Montreal,Canada,1992-12-08 00:00:00,"Circularity, Drift King, Alter World",Among kid choice moment full.
OneShark,0,London,United Kingdom,2015-01-06 00:00:00,"Forbidden Clicker Party, Chicken Assassin: Reloaded, Doors of Insanity, Twist of Destiny, Flamebound",Law recent avoid.
852話,1,San Francisco,United States,2015-11-21 00:00:00,『絵話 -kaiwa-』,
Greg Lobanov,1,Warsaw,Poland,2013-08-28 00:00:00,"Coin Crypt, Super Goo Goo, Perfection.",Campaign seat member hear.
Nojigames,1,Kyoto,Japan,2010-10-08 00:00:00,Tiny Hunter,
QuickBobber,1,Seattle,United States,1979-06-17 00:00:00,"Ball Twist, Color Ball, Thirty Two HardMod, Memory Train, Downroll",
313 Studios,1,Montreal,Canada,2017-08-04 00:00:00,Dodgeball,Strategy run authority energy.
Arenokubis Games,1,Paris,France,1989-10-11 00:00:00,Cluster Fly,Issue also letter discover.
Dark Room Games,1,Amsterdam,Netherlands,1998-03-23 00:00:00,"House of Velez part 1, Grave Prosperity - part 1",
Nevsram,1,Boston,United States,2011-04-05 00:00:00,"The Bird, Golf With Your Grandmother, The Fish, My Low Poly City",
Weird Beluga S.L.,1,Los Angeles,United States,1999-02-28 00:00:00,Clid The Snail,
Two and a Half Studios,1,Seattle,United States,1993-12-02 00:00:00,"The Divine Speaker: The Sun and the Moon, The Divine Speaker, start;again, Amelie",
Christopher Yabsley,1,San Francisco,United States,1978-07-03 00:00:00,"Pigsaw, Dungeon League",
3000AD,1,Tokyo,Japan,2009-08-17 00:00:00,"Angle of Attack, Galactic Command Echo Squad SE, Battlecruiser Generations, Line Of Defense Tactics - Tactical Advantage, Universal Combat CE",
